RecordID,fixedAcidity,pH,alcohol,WineType,Brand,quality,sat,price,margin
3435,8,2.99,9.3,W,Gallo,7.44,7,4.94,0.52
3436,7,3.04,9.4,W,Gallo,5.13,6,5.17,0.54
3437,7.2,3.27,11,W,Blossom Hill,11.28,8.1,5.18,0.74
3438,6.5,3.44,9.3,W,Jacobs Creek,4.95,6.2,4.09,0.36
3439,7,3.04,9.4,W,Jacobs Creek,6.3,7.5,4,0.4
3440,6.9,3.42,10.5,W,Yellow Tail,4.752,4.8,4.47,0.27
3441,7.2,3.27,11,W,Gallo,8.84,5.8,4.49,0.54
3442,8.2,3.07,9.5,W,Beringer,4.104,8.6,5.55,0.51
3443,8.3,3.33,11.2,W,Yellow Tail,8.53,5.6,4.37,0.46
3444,6.1,3.29,12.3,W,Blossom Hill,8.955,5.1,3.43,0.51
3445,7.4,3.27,9,W,Yellow Tail,12.772,7.4,6.87,0.69
3446,7.6,3.07,9,W,Sutter Home,4.86,7,4.92,0.48
3447,7.4,3.27,9,W,Gallo,11.85,8.3,5.9,0.77
3448,8.7,2.98,9,W,Yellow Tail,9.428,7.6,4.48,0.45
3449,7,3.25,11.4,W,Beringer,8.678,8.2,5.85,0.6
3450,7.1,3.2,11,W,Jacobs Creek,4.86,8.5,4.81,0.32
3451,6.1,3.29,12.3,W,Gallo,4.29,5.5,4.81,0.22
3452,6.4,3.6,10.4,W,Jacobs Creek,8.49,8.1,6.32,0.64
3453,8.3,3.28,10.3,W,Gallo,7.85,5.4,4.49,0.57
3454,6.8,3.29,10.5,W,Yellow Tail,7.86,6.5,5.35,0.56
3455,8,3.14,9.8,W,Jacobs Creek,4.86,8.2,5.95,0.58
3456,10,3.11,10,W,Jacobs Creek,6.4,8,5.44,0.44
3457,8.9,3.14,9.7,W,Gallo,12.24,9.4,6.86,0.45
3458,8.9,3.13,9.7,W,Jacobs Creek,10.76,8.5,4.89,0.74
3459,8,3.14,9.8,W,Gallo,4.422,7.3,5.77,0.43
3460,6.7,3.32,10.5,W,Blossom Hill,5.13,9.1,7.13,0.56
3461,7.8,3.14,10,W,Jacobs Creek,4.104,7,4.35,0.35
3462,7.3,3.24,11.5,W,Blossom Hill,2.34,7.6,7.11,0.56
3463,6.6,3.24,9.5,W,Beringer,6.857,8.9,6.52,0.53
3464,7.1,3.43,10.5,W,Yellow Tail,5.148,6.6,5.18,0.46
3465,7.6,3.12,10.2,W,Beringer,8.82,6.8,4.48,0.6
3466,7.6,3.34,9.8,W,Jacobs Creek,21.7,3.5,4.49,0.53
3467,6.9,3.1,11.6,W,Yellow Tail,7.656,8.9,4.8,0.22
3468,7.4,3.15,11.8,W,Gallo,11.75,7.7,4.3,0.2
3469,8.2,3.04,10.1,W,Gallo,7.656,8,4.69,0.13
3470,6.3,3.31,10.3,W,Gallo,7.32,4.8,5,0.2
3471,7,3.34,10.4,W,Blossom Hill,25.75,8.7,6.51,0.45
3472,5.8,3.09,8.9,W,Beringer,14.134,7.1,4.84,0.29
3473,5.8,3.09,8.9,W,Yellow Tail,13.03,7.9,5.4,0.64
3474,7.9,3.06,10.8,W,Beringer,11.01,5.8,3.92,0.41
3475,6.6,3.38,9.2,W,Blossom Hill,15.516,8.7,5.92,0.51
3476,8,3.18,9.6,W,Blossom Hill,9.925,5.9,4,0.4
3477,8,3.08,10.4,W,Jacobs Creek,10.265,6.8,4.79,0.53
3478,8,3.03,8.7,W,Blossom Hill,11.72,8.9,6.5,0.56
3479,7.2,3.06,9.2,W,Beringer,7.86,8,5.15,0.37
3480,7.7,3.18,9.2,W,Yellow Tail,9.65,4.6,4.02,0.48
3481,7.2,3.06,9.2,W,Yellow Tail,8.578,7.9,4.38,0.6
3482,7.7,3.18,9.2,W,Beringer,9.4,5.3,4.31,0.36
3483,7.7,3.18,9.2,W,Sutter Home,13.218,9.5,5.02,0.4
3484,6.4,3.4,10.2,W,Beringer,7.161,6,4.15,0.63
3485,7.2,3.06,9.2,W,Beringer,13.47,7.8,4.84,0.58
3486,7,3.2,9,W,Gallo,7.92,7.4,4.97,0.47
3487,7.3,3.37,9.7,W,Jacobs Creek,12.45,6.2,4.86,0.21
3488,7.2,3.34,9.6,W,Beringer,7.994,7.7,5.53,0.72
3489,7.6,3.14,10,W,Jacobs Creek,11.2,6.6,4.43,0.52
3490,7.7,3.18,9.2,W,Yellow Tail,11.39,7.7,5.28,0.3
3491,7.6,3.18,9.1,W,Gallo,9.464,7.9,5.57,0.39
3492,6.8,3.3,8.7,W,Sutter Home,6.684,7.3,5.05,0.37
3493,6.8,3.3,8.7,W,Jacobs Creek,13.84,7.7,4.88,0.46
3494,6.8,3.14,9.5,W,Jacobs Creek,13.97,8.8,5.12,0.66
3495,7.9,2.93,9.5,W,Gallo,10.217,8.1,6.09,0.45
3496,7.5,2.9,8.9,W,Sutter Home,13.425,8.5,5.22,0.54
3497,7.5,2.9,8.9,W,Beringer,5,4.5,3.57,0.17
3498,7.2,3.29,9.9,W,Jacobs Creek,14.5,9.1,5.72,0.68
3499,6.7,3.29,12.6,W,Gallo,14.5,7.5,7,0.72
3500,10,2.72,9.7,W,Beringer,6.49,7.5,5.13,0.78
3501,7.4,2.96,10.4,W,Sutter Home,7.168,6.7,4.4,0.3
3502,8.8,2.93,9.1,W,Sutter Home,10.8,9.3,6.96,0.29
3503,7.8,3.01,10.4,W,Blossom Hill,10.26,8.5,6.41,0.53
3504,7.9,2.93,9.5,W,Gallo,5.587,6.1,4.89,0.3
3505,7.5,2.9,8.9,W,Gallo,7.384,5.1,3.24,0.59
3506,6,3.16,10.6,W,Gallo,10.9,7,5.38,0.49
3507,7.9,3.12,12,W,Jacobs Creek,13.75,8.1,7.28,0.45
3508,7.2,2.93,12.5,W,Gallo,7.242,6.7,5.01,0.65
3509,7.6,3.21,9.6,W,Jacobs Creek,13,7.8,5.18,0.67
3510,6.6,3.08,9.2,W,Jacobs Creek,13.312,7.8,5.27,0.68
3511,7.1,3.04,9.9,W,Beringer,12.669,8.3,4.85,0.56
3512,7.9,2.96,11.7,W,Yellow Tail,12.825,8.5,5.51,0.72
3513,8.3,3.09,9.6,W,Beringer,11.55,4.3,3.86,0.25
3514,6.8,3,12,W,Gallo,16.23,7.9,6.55,0.56
3515,7.2,2.93,12.5,W,Jacobs Creek,8.199,9.6,6.87,0.56
3516,6.6,3.08,9.2,W,Jacobs Creek,8.2,8.4,5.84,0.7
3517,7.1,3.04,9.9,W,Yellow Tail,8.124,8.3,5.73,0.71
3518,6.6,3.17,8.9,W,Yellow Tail,16.67,8,6.02,0.77
3519,7.3,3.24,9,W,Beringer,12.66,8,4.2,0.7
3520,8.1,3.03,10.2,W,Yellow Tail,10.468,4,3.86,0.44
3521,7.6,3.21,9.6,W,Beringer,15.7,8,4.33,0.44
3522,7,3.29,9.4,W,Yellow Tail,5.094,7.7,4.77,0.6
3523,8.2,2.97,10.4,W,Jacobs Creek,9.5,2.6,4.23,0.43
3524,7.6,3.15,10.4,W,Sutter Home,10.575,4.6,3.69,0.52
3525,6.3,3.16,10,W,Yellow Tail,4.47,3.3,4.17,0.25
3526,6.3,3.16,10,W,Beringer,14.2,5.8,4.95,0.55
3527,7.1,3.05,10.5,W,Jacobs Creek,10.5,6.6,3.81,0.49
3528,7,3.23,11.4,W,Gallo,8.352,3.6,3.68,0.46
3529,8.8,3.08,10.2,W,Jacobs Creek,16.304,8.7,5.65,0.54
3530,9.2,3.04,10.4,W,Gallo,13.125,7.4,4.75,0.43
3531,7.1,3.24,11,W,Jacobs Creek,9.4,4.9,3.93,0.47
3532,9.2,2.89,10.1,W,Jacobs Creek,17.163,7.6,5.61,0.77
3533,7.2,3,9.2,W,Beringer,9.4,3.7,4.14,0.41
3534,6.8,3.23,10.3,W,Sutter Home,11.61,8.6,6.62,0.71
3535,8.8,3.08,10.2,W,Yellow Tail,11.505,3.5,5.51,0.69
3536,9.2,3.04,10.4,W,Gallo,8.95,5.1,3.71,0.32
3537,7.3,3.23,11.1,W,Sutter Home,15.2,8.7,5.15,0.52
3538,7.2,3.33,9.9,W,Beringer,12.14,7.4,5.41,0.56
3539,6.8,3.14,9,W,Yellow Tail,9.096,9.3,7.21,0.8
3540,8.3,2.93,8.6,W,Beringer,8.786,7.9,6.32,0.37
3541,6.8,3.14,9,W,Blossom Hill,6.9,8.1,5.43,0.5
3542,8.3,2.93,8.6,W,Gallo,9.14,5.1,4.23,0.43
3543,6.3,3.18,9.5,W,Beringer,6.704,7.8,5.36,0.32
3544,6,3.02,9,W,Yellow Tail,6.996,8,5.55,0.52
3545,8.1,2.99,10,W,Yellow Tail,7.032,7.5,5.61,0.53
3546,6.4,3.6,9,W,Blossom Hill,6.95,9,5.59,0.38
3547,5.7,3.02,9,W,Jacobs Creek,5.988,9.1,5.49,0.46
3548,7.2,3.34,10.2,W,Yellow Tail,6.618,8,5.45,0.6
3549,6.7,3.04,9.6,W,Jacobs Creek,6.172,8.3,5.07,0.57
3550,8,2.96,9.7,W,Gallo,8.949,8.8,7.19,0.55
3551,9.9,3.02,10.2,W,Yellow Tail,9.69,6,4.58,0.64
3552,8.1,3.01,13,W,Yellow Tail,8.842,5.7,4.19,0.41
3553,8.1,3.37,10.8,W,Beringer,7.411,9,8.2,0.79
3554,8,2.96,9.7,W,Sutter Home,12.52,4.4,6.05,0.2
3555,6.4,2.89,9,W,Sutter Home,9.244,8.9,5.76,0.74
3556,7.2,3.37,9.9,W,Jacobs Creek,11.23,0.8,4.42,0.2
3557,7,3.29,9.2,W,Beringer,6.55,8,5.7,0.33
3558,7.4,2.96,8.7,W,Jacobs Creek,5.739,7,4.5,0.38
3559,8.5,2.79,10.1,W,Gallo,7.41,9,8.38,0.79
3560,8.5,2.79,10.1,W,Yellow Tail,10.645,7.7,6.52,0.45
3561,9.5,2.9,9.5,W,Jacobs Creek,6.45,7.1,6.07,0.66
3562,8.2,3.17,9.9,W,Yellow Tail,12.212,9,7.57,0.45
3563,7.4,2.96,8.7,W,Blossom Hill,6.84,3.3,3.72,0.36
3564,6.8,3.19,9,W,Blossom Hill,8.856,8.1,6.19,0.39
3565,6.8,3.03,8.6,W,Yellow Tail,6.297,7.5,5.41,0.5
3566,7.4,3.12,10.5,W,Jacobs Creek,11.01,7.7,5.97,0.24
3567,8,3.09,9.5,W,Yellow Tail,15.476,6.9,4.18,0.44
3568,7.6,3.43,10.1,W,Beringer,15.732,9,7.6,0.45
3569,6.3,3.53,11.7,W,Jacobs Creek,5.84,7.6,4.8,0.38
3570,8.3,3.23,10.7,W,Gallo,5.834,7.9,4.67,0.47
3571,6.3,3.53,11.7,W,Beringer,4.449,7.4,7.06,0.29
3572,7.6,3.15,9.2,W,Blossom Hill,3.04,7.8,6.03,0.65
3573,7.5,3.17,8.8,W,Blossom Hill,6.55,9,7.67,0.1
3574,7.5,3.17,8.8,W,Gallo,6.892,7.2,5.45,0.31
3575,6.8,3.24,9.5,W,Beringer,6.874,7.3,5.67,0.48
3576,6.8,3.57,10.2,W,Yellow Tail,6.597,8.1,5.62,0.45
3577,8.4,3.25,9.1,W,Yellow Tail,6.634,8.2,5.47,0.56
3578,7.9,3.19,10.5,W,Yellow Tail,4.44,7.2,4.77,0.78
3579,7.5,3.09,9,W,Blossom Hill,6.3,8.5,5.46,0.57
3580,7.6,3.14,8.9,W,Gallo,4.104,9.4,5.48,0.46
3581,7.6,3.14,8.9,W,Jacobs Creek,11.66,7.4,5.23,0.56
3582,7.6,3.14,8.9,W,Jacobs Creek,2.97,6.2,5.03,0.4
3583,7.6,3.14,8.9,W,Yellow Tail,8.08,6.3,3.66,0.47
3584,7.6,3.14,8.9,W,Blossom Hill,9.55,6.4,3.42,0.24
3585,8.1,3.2,9.1,W,Yellow Tail,6.15,5.9,3.63,0.54
3586,7.6,3.2,10.1,W,Yellow Tail,4.86,10,5.03,0.47
3587,8.1,3.12,10,W,Beringer,5.504,7.1,4.6,0.75
3588,8,3.11,9.5,W,Jacobs Creek,8.236,7.4,5.78,0.76
3589,7.1,3.08,12.3,W,Beringer,5.13,8.9,6.37,0.56
3590,6.4,3.24,9.1,W,Yellow Tail,13.6,9.3,7.25,0.7
3591,7.6,3.14,8.9,W,Jacobs Creek,6.735,7,3.87,0.59
3592,7,3.5,9.6,W,Yellow Tail,5.424,8,5.8,0.57
3593,7.4,3.13,11.6,W,Yellow Tail,4.44,9.6,5.87,0.35
3594,7,3.34,8.8,W,Jacobs Creek,4.96,8.3,5.48,0.57
3595,8.4,3.34,8.9,W,Blossom Hill,7.56,7.6,4.87,0.44
3596,7,3.34,8.8,W,Beringer,7.434,8.8,5.93,0.49
3597,8.4,3.34,8.9,W,Blossom Hill,6.746,7.8,5.07,0.48
3598,8.4,3.34,8.9,W,Yellow Tail,8.644,7.9,4.88,0.74
3599,7.3,3.13,9,W,Yellow Tail,3.46,5.7,4.71,0.52
3600,6.8,3.19,10,W,Gallo,3.274,7.1,4.82,0.47
3601,6.7,3.18,10,W,Jacobs Creek,2.88,5.8,4.77,0.47
3602,7.6,3.36,11.1,W,Yellow Tail,8.8,8.2,5.62,0.56
3603,7.4,3.13,11.6,W,Blossom Hill,6.398,6.8,4.26,0.53
3604,7.4,3.42,10.6,W,Blossom Hill,6.53,6.3,4.35,0.73
3605,7,3.34,8.8,W,Sutter Home,5.028,7.3,5.5,0.65
3606,8.4,3.34,8.9,W,Yellow Tail,12.95,7.2,5.07,0.52
3607,5.6,3.34,10.1,W,Blossom Hill,7.38,7.2,7.21,0.73
3608,7.2,3.52,10,W,Gallo,5.904,7.3,7.07,0.6
3609,8,3.18,12.2,W,Sutter Home,7.706,9,6.99,0.6
3610,7,3.23,11,W,Jacobs Creek,8.384,8.7,6.93,0.7
3611,7.2,3.52,10,W,Gallo,7.83,7.9,6.99,0.56
3612,6.8,3.37,11.1,W,Jacobs Creek,16.624,7.2,6.56,0.48
3613,6.6,3.22,10.4,W,Beringer,13.592,8.4,7.54,0.64
3614,9,2.94,11.8,W,Jacobs Creek,17,9.9,7.51,0.45
3615,6.9,3.11,10.8,W,Beringer,17.23,10,8.05,0.1
3616,6.3,3.3,12.5,W,Yellow Tail,17.688,10,6.95,0.73
3617,9,2.94,11.8,W,Jacobs Creek,17.238,9.5,6.58,0.56
3618,7,3.25,11.6,W,Yellow Tail,12.6,7.7,5.35,0.42
3619,6.6,3.22,10.4,W,Yellow Tail,13.54,6.6,4.94,0.38
3620,7.7,3.19,11.5,W,Beringer,16.56,9.1,6.21,0.56
3621,6.3,3.23,10.1,W,Yellow Tail,9.9,5.9,4.47,0.56
3622,7.6,3.11,9.2,W,Beringer,11.925,4.8,4.03,0.48
3623,6.3,3.23,10.1,W,Sutter Home,10.178,7.1,5.49,0.43
3624,8,3.07,9.2,W,Jacobs Creek,18.2,9.5,8.29,0.45
3625,7.5,3.08,8.9,W,Gallo,13.332,8.8,6.18,0.8
3626,6.4,3.09,10.1,W,Gallo,11.648,9.3,7.99,0.1
3627,6.9,3.13,8.9,W,Yellow Tail,12.024,9.6,7.05,0.1
3628,8.9,3.1,9.7,W,Gallo,7.689,9.7,7.48,0.1
3629,7.6,3.11,9.2,W,Sutter Home,7.699,9.8,6.32,0.1
3630,9.5,3.06,11,W,Gallo,7.699,10,7.32,0.1
3631,7.6,3.14,10.7,W,Gallo,11.218,9.6,7.11,0.1
3632,6.5,3.24,10.8,W,Blossom Hill,7.699,9.4,6.6,0.1
3633,7.2,3.41,9.8,W,Sutter Home,16.53,8.1,6.1,0.63
3634,7.9,3.25,11,W,Yellow Tail,13.226,8.6,6.8,0.48
3635,8.8,2.97,10.4,W,Beringer,13.584,8.8,7.29,0.73
3636,5.7,3.8,10.2,W,Yellow Tail,17.23,9,8.25,0.71
3637,7.6,3.14,10.7,W,Jacobs Creek,16.32,8.7,5.7,0.66
3638,5.5,3.34,9,W,Gallo,14.32,7.7,5.26,0.72
3639,8.7,3.08,10.6,W,Jacobs Creek,16.249,8.4,6.42,0.63
3640,6.7,3.22,9.5,W,Sutter Home,17.142,8.5,6.65,0.56
3641,5.5,3.34,9,W,Blossom Hill,7.731,7.5,4.58,0.37
3642,5.6,3.34,9.2,W,Sutter Home,8.412,8.7,6.17,0.65
3643,7.4,2.97,11,W,Beringer,6.198,8.9,4.6,0.35
3644,5.7,3.28,9.9,W,Gallo,5.016,4.8,4.1,0.18
3645,8.7,3.08,10.6,W,Yellow Tail,5.79,7.5,4.98,0.23
3646,8.3,3.38,9.3,W,Gallo,7.1,6.3,4.68,0.34
3647,6.8,3.14,9.6,W,Yellow Tail,15.192,8.4,6.2,0.6
3648,6.8,3.14,9.5,W,Yellow Tail,5.918,7.6,4.9,0.24
3649,6.3,3.39,9.7,W,Jacobs Creek,13.29,9,3.93,0.45
3650,11.8,2.93,9.7,W,Jacobs Creek,5.962,6.9,6.8,0.24
3651,6.8,3.3,8.7,W,Gallo,18.74,8.6,6.54,0.45
3652,6.8,3.3,8.7,W,Sutter Home,15,8.6,7.21,0.66
3653,8.6,3.01,12.4,W,Blossom Hill,10.6,7.9,5.96,0.11
3654,8.6,3.01,12.4,W,Jacobs Creek,12.03,6.3,7.01,0.45
3655,7.3,3.07,10.6,W,Beringer,11.07,7.1,5.53,0.51
3656,6.8,3.3,8.7,W,Jacobs Creek,5.962,6.2,6.78,0.14
3657,6.7,3.36,12,W,Gallo,12.2,8.7,5.17,0.52
3658,7.3,3.12,9,W,Beringer,18.81,9.1,7.04,0.56
3659,5.7,3.13,8.8,W,Yellow Tail,14.22,6.1,5.58,0.26
3660,6.8,3.22,9.5,W,Jacobs Creek,19.13,9,7.61,0.56
3661,6.7,3.32,10.8,W,Jacobs Creek,5.962,7.1,7.14,0.5
3662,6.9,3.16,11.4,W,Yellow Tail,19.84,9.6,8.63,0.56
3663,7.6,3.6,10.3,W,Jacobs Creek,6.12,2.5,5.28,0.27
3664,6.6,3.3,9.5,W,Jacobs Creek,10.22,8.2,7.21,0.57
3665,7.8,3.15,9.9,W,Beringer,9.89,5.2,4.56,0.25
3666,7.7,3.16,10.2,W,Sutter Home,8.4,1,4.16,0.52
3667,7.6,3.16,10.2,W,Beringer,13.712,9,5.7,0.49
3668,5.7,3.44,11,W,Blossom Hill,17.45,9.2,7.33,0.71
3669,7.1,3.22,12.1,W,Beringer,18.3,9.1,7.85,0.45
3670,7.3,3.26,9.1,W,Jacobs Creek,11.412,8.9,4.15,0.49
3671,6.5,3.26,9.5,W,Sutter Home,11.29,7.6,4.77,0.45
3672,6.6,3.27,9.5,W,Beringer,7.8,3.7,4.46,0.4
3673,6.6,3.31,9.8,W,Yellow Tail,15.36,8.2,5.63,0.65
3674,6.6,3.3,9.5,W,Jacobs Creek,8.025,6.5,4.63,0.44
3675,7.6,3.6,10.3,W,Sutter Home,6.68,8,6.16,0.45
3676,6.8,3.3,9.6,W,Beringer,16.425,8.1,5.64,0.55
3677,7,3.52,10.2,W,Sutter Home,12.315,8.5,6.05,0.69
3678,5.9,3.68,10.5,W,Beringer,7.09,8.8,6.53,0.56
3679,7.4,3.32,10.4,W,Gallo,16.5,8.2,6.59,0.69
3680,6.8,3.3,9.6,W,Blossom Hill,6.76,8.4,5.91,0.63
3681,7.5,3.22,10.7,W,Gallo,12.96,9.2,5.28,0.45
3682,7.5,3.15,10.5,W,Blossom Hill,8.05,8,5.09,0.68
3683,9.4,2.85,10.6,W,Jacobs Creek,17.6,9.7,7.53,0.56
3684,7.9,3.29,9.6,W,Beringer,6.489,9.2,7.11,0.56
3685,7.9,3.29,9.6,W,Jacobs Creek,6.744,8.7,6.24,0.24
3686,8.2,3.14,9.5,W,Sutter Home,11.985,9.3,5.4,0.7
3687,8.3,3.12,9.4,W,Blossom Hill,12.9,9.1,5.46,0.56
3688,8.7,3.22,9.8,W,Gallo,7.21,6.2,3.79,0.7
3689,7.9,3.29,9.6,W,Sutter Home,5.697,8.8,6.07,0.79
3690,7.2,3.16,9.2,W,Jacobs Creek,4.46,8.5,7.19,0.69
3691,7.2,3.17,9.5,W,Jacobs Creek,13.5,6.7,4.28,0.62
3692,5.3,3.34,9.2,W,Gallo,4.5,6.7,4.71,0.4
3693,6.6,2.94,9.4,W,Sutter Home,9.84,5.9,4.48,0.52
3694,6.6,2.94,9.4,W,Jacobs Creek,5.962,8.2,5.5,0.49
3695,8.4,3.4,9.3,W,Yellow Tail,13.353,7.8,5.17,0.69
3696,6.8,3.19,9.1,W,Beringer,9.69,5.7,4.74,0.36
3697,6.7,3.36,9.5,W,Gallo,6.5,7.6,3.7,0.55
3698,7.4,3.42,9.1,W,Jacobs Creek,10.87,7.5,5.29,0.58
3699,6,3.63,10.6,W,Yellow Tail,9.81,5.2,4.89,0.56
3700,6.7,3.36,9.5,W,Gallo,9.216,5.6,4.35,0.56
3701,6.8,3.19,12.4,W,Beringer,11.214,6.9,6.48,0.58
3702,6.2,3.18,8.7,W,Gallo,5.71,6.2,4.28,0.38
3703,6,3.12,8.8,W,Jacobs Creek,10.955,6.2,4.38,0.56
3704,6,3.63,10.6,W,Yellow Tail,10.31,5.7,4.22,0.46
3705,6.8,3.19,9.1,W,Gallo,8.05,7.5,5.02,0.63
3706,8.5,3.02,9,W,Gallo,14.55,8,6.36,0.77
3707,8.1,3.16,10.3,W,Yellow Tail,7.799,7.7,5.41,0.35
3708,7.4,3.42,9.1,W,Gallo,14.36,7.7,5.72,0.56
3709,7.7,3.12,9.5,W,Gallo,9.414,3.4,4.38,0.3
3710,6.5,3.3,8.8,W,Jacobs Creek,15.747,8.8,5.44,0.77
3711,6.5,3.3,8.8,W,Gallo,16.88,9.1,6.62,0.7
3712,6.5,3.3,8.8,W,Sutter Home,10.56,3.6,4.37,0.31
3713,5.7,3.38,9.9,W,Beringer,11.5,9.4,7.01,0.55
3714,7.7,3.12,9.5,W,Blossom Hill,9.62,4.9,3.18,0.29
3715,6.5,3.3,8.8,W,Sutter Home,7.68,7,4.67,0.43
3716,6.8,3.14,11.7,W,Blossom Hill,11.91,6,4.72,0.62
3717,7.7,3.21,10.8,W,Gallo,13,9.1,4.64,0.57
3718,6.4,3.43,12,W,Gallo,9.09,6.2,4.05,0.48
3719,8,3.2,10.3,W,Jacobs Creek,11.718,7.3,4.97,0.64
3720,6.8,3.05,9,W,Yellow Tail,12.58,7.6,4.31,0.39
3721,7.7,3.19,12.2,W,Sutter Home,7.799,7.3,5.15,0.37
3722,6.9,3.39,9.9,W,Gallo,16.404,9.6,8.68,0.56
3723,6.8,3.05,9,W,Sutter Home,10.1,6.9,4.27,0.66
3724,7.7,3.19,12.2,W,Beringer,8.58,7.5,5.31,0.4
3725,6,3.2,10.1,W,Blossom Hill,10.95,7.9,4.68,0.53
3726,6.5,3.31,9.3,W,Blossom Hill,5.472,7.6,5.31,0.4
3727,9.1,3.1,9.5,W,Gallo,10.5,8.1,5.11,0.47
3728,5.9,3.43,9.2,W,Gallo,10.86,8.7,5.31,0.65
3729,6.8,3.27,11.7,W,Sutter Home,18.93,9.9,9.16,0.45
3730,7,3.35,11,W,Beringer,7.56,8.7,6.59,0.56
3731,7.1,3.37,9.6,W,Jacobs Creek,7.23,8.2,5.96,0.5
3732,7.1,3.37,9.6,W,Gallo,11.48,8.1,5.74,0.56
3733,8.3,2.99,11.9,W,Yellow Tail,10.1,4.8,4.37,0.4
3734,6.8,3.25,10.8,W,Jacobs Creek,7.244,6.9,5.01,0.5
3735,7.2,3.38,10.1,W,Jacobs Creek,13.13,7.7,5.44,0.68
3736,7.9,3.25,10.9,W,Gallo,14.3,7.8,5.87,0.8
3737,7.2,3.38,10.1,W,Gallo,15.036,9,5.51,0.63
3738,5.5,3.27,10.4,W,Blossom Hill,11.8,6,4.96,0.67
3739,7.1,3.05,9.2,W,Yellow Tail,10.39,5.4,4.77,0.72
3740,7.7,3.27,9.6,W,Beringer,9.42,5.1,4.18,0.51
3741,7.7,3.27,9.6,W,Blossom Hill,8.958,5.3,3.95,0.46
3742,7.5,3.1,9,W,Beringer,8.2,8.4,5.24,0.65
3743,6.5,3.4,11.5,W,Beringer,9.95,7.6,4.44,0.46
3744,8.2,3.17,10.2,W,Sutter Home,11.12,5.5,4.69,0.51
3745,7.2,3.4,9.9,W,Gallo,4.973,5.6,4.91,0.25
3746,7.2,3.44,9.6,W,Beringer,9.766,7.7,6.85,0.72
3747,6.4,3.1,10.6,W,Beringer,6.14,5.2,4.43,0.24
3748,7.1,3.05,9.2,W,Gallo,8.49,6.9,5.99,0.27
3749,6.8,3.24,11.8,W,Beringer,6.14,6,5.04,0.26
3750,7,3.18,12.2,W,Jacobs Creek,6.14,5.6,5.22,0.18
3751,7.7,3.27,9.6,W,Blossom Hill,6.594,6.9,5.37,0.3
3752,7,3.2,10.6,W,Yellow Tail,10.44,6.3,4.2,0.63
3753,7.5,3.27,10.3,W,Jacobs Creek,9.21,4.9,4.18,0.48
3754,9.8,3.12,10.2,W,Beringer,9.556,8.6,7.22,0.6
3755,7.8,3.11,10.7,W,Beringer,8.67,4.3,3.73,0.36
3756,7.9,3.05,11.7,W,Gallo,11.2,5.5,4.43,0.42
3757,8.5,3.01,12,W,Jacobs Creek,10.3,4.4,2.9,0.5
3758,7.4,3.52,10.6,W,Sutter Home,12.73,7.4,5.05,0.6
3759,6.3,3.3,12.2,W,Gallo,10.965,6,4.8,0.8
3760,6,3.47,11,W,Sutter Home,9.456,5.3,4.15,0.4
3761,6.8,3.23,12.4,W,Gallo,16.85,9.6,7.87,0.45
3762,9.9,2.77,9.4,W,Beringer,11.8,8.7,5.48,0.56
3763,8.5,3.01,12,W,Gallo,12.925,7.8,6.37,0.76
3764,8.4,2.96,11.6,W,Gallo,10.26,3.9,3.98,0.44
3765,7,3.18,9.4,W,Jacobs Creek,13.306,6.2,4.86,0.7
3766,7,3.18,9.4,W,Gallo,10.938,7.6,4.83,0.65
3767,7.4,3.14,9.1,W,Beringer,10.74,6.7,4.07,0.45
3768,7.4,3.14,9.1,W,Yellow Tail,13.925,7.3,5.7,0.6
3769,7.4,3.14,9.1,W,Yellow Tail,15.248,7.1,5.74,0.68
3770,7.4,3.14,9.1,W,Yellow Tail,9.8,6.1,4.72,0.5
3771,7.4,3.14,9.1,W,Beringer,13.42,8.8,6,0.65
3772,6.9,3.23,9.2,W,Gallo,9.1,5.1,4.18,0.41
3773,7.6,3.15,9.2,W,Yellow Tail,15.688,8.8,6.38,0.45
3774,7.4,3.14,9.1,W,Gallo,7.55,8.1,6.66,0.59
3775,7.4,3.14,9.1,W,Jacobs Creek,11.2,6.1,4.45,0.39
3776,6.9,3.23,9.2,W,Sutter Home,13.24,7.3,5.31,0.72
3777,6,3.25,9,W,Gallo,10.52,4.8,4.25,0.36
3778,7.6,3.15,9.2,W,Yellow Tail,10.5,4.4,4.05,0.49
3779,7.7,3.22,10.8,W,Jacobs Creek,9.9,3.2,3.73,0.33
3780,8,3.4,9.5,W,Jacobs Creek,9.9,6.8,4.34,0.56
3781,7.4,3.11,11,W,Yellow Tail,11.25,6.6,5.04,0.57
3782,6.6,3.24,10,W,Gallo,10.45,5.6,4.5,0.48
3783,6.3,3.22,9.5,W,Blossom Hill,6.197,7.8,5.61,0.52
3784,6.4,3.29,10.1,W,Yellow Tail,10.43,8.5,3.96,0.39
3785,7.5,3.19,9.5,W,Sutter Home,8.84,6.9,3.66,0.35
3786,6.5,3.08,9.5,W,Yellow Tail,11.6,6.6,4.51,0.66
3787,6.8,3.11,9.5,W,Beringer,8.62,5.8,3.97,0.47
3788,6.4,3.35,9.4,W,Yellow Tail,8.74,6.2,3.5,0.41
3789,7.1,2.92,9.4,W,Jacobs Creek,8.54,6.1,3.58,0.42
3790,7.6,3.31,12.7,W,Jacobs Creek,5.401,7.2,4.71,0.79
3791,9.2,3.09,9.7,W,Yellow Tail,6.995,7.6,5.54,0.55
